5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	0	0	0	0	5	5	5	5	5	5	5	0	0	0	0	0	0	5	5	5	5	5	0	0	0	0	0	0	5	5	5	5	5	5	5	0	0	0	0	5	5	5	5	5
5	5	5	5	0	15	15	15	15	0	0	5	5	5	0	0	4	4	4	4	4	4	0	5	5	5	0	4	4	4	4	4	4	0	0	5	5	5	0	0	15	15	15	15	0	5	5	5	5
5	5	5	5	0	15	15	15	15	15	15	0	5	0	4	4	4	4	4	4	4	4	4	0	5	0	4	4	4	8	15	15	4	4	4	0	5	0	15	15	15	15	15	15	0	5	5	5	5
